60,92
55,90
54,87
60,90
54,93
56,96
52,92
49,87
47,90
55,96
49,95
47,93
55,96
56,92
47,102
57,103
64,97
49,94
57,97
53,96
57,95
58,98
60,94
55,93
57,95
57,67
58,97
53,127
57,118
63,92
63,124
66,105
62,106
59,100
55,89
54,81
53,149
60,104
59,111
57,107
66,110
63,101
68,99
58,100
63,103
56,102
51,95
60,99
59,104
63,115
71,105
62,101
61,97
54,95
48,103
60,108
60,105
58,113
66,111
68,103
66,94
58,105
57,107
61,105
58,108
57,113
59,103
46,96
52,95
50,104
50,97
61,93
48,90
47,85
57,87
48,99
54,93
51,92
53,99
64,92
42,91
53,93
52,93
54,92
53,94
54,91
53,88
55,103
64,105
54,102
51,97
61,103
56,100
53,98
74,98
55,101
48,95
49,106
52,109
62,116
65,108
58,102
58,99
58,104
62,94
55,91
49,95
57,88
55,96
58,96
61,100
64,109
60,107
54,100
54,111
64,105
55,103
60,97
56,99
60,97
55,100
59,93
54,94
55,95
56,93
62,85
59,90
67,99
61,100
66,98
54,94
55,108
60,111
56,116
67,116
57,106
56,123
64,112
61,107
57,168
51,105
58,101
58,109
57,100
69,104
56,71
61,87
60,95
62,99
51,92
56,101
45,100
49,93
53,90
51,90
53,91
48,92
48,86
55,95
55,95
55,92
47,90
49,89
58,84
53,88
55,98
54,89
48,92
56,103
55,95
64,107
61,100
56,99
55,96
50,95
59,96
52,94
55,100
60,100
60,93
54,130
53,91
63,95
62,125
55,72
64,105
65,130
63,81
54,97
66,112
49,86
53,92
53,92
62,101
54,96
64,112
55,84
58,78
59,92
39,91
53,103
56,105
54,105
55,92
47,89
49,95
52,94
53,98
53,93
52,75
60,88
47,95
57,90
41,89
45,120
56,90
50,108
49,95
79,100
49,93
45,95
51,95
43,102
43,99
57,102
57,94
46,93
63,98
51,90
51,93
50,98
50,95
57,93
55,91
64,94
59,96
102,93
55,97
50,96
53,97
56,105
61,100
59,104
67,101
54,101
53,105
50,93
59,92
62,98
65,106
59,100
51,98
60,95
55,104
61,108
56,110
68,98
58,92
56,88
67,97
40,110
56,109
67,114
72,101
64,88
56,96
69,95
61,103
65,101
57,105
63,108
64,110
72,108
69,107
55,98
55,105
60,101
62,104
65,104
54,97
61,100
55,89
54,113
63,104
51,100
61,93
59,99
62,93
59,100
60,94
63,97
55,103
60,97
67,99
70,95
54,91
75,90
44,129
53,121
64,114
59,93
52,86
50,91
54,91
48,92
49,95
52,89
41,88
60,101
74,107
56,101
55,95
46,98
59,97
45,94
57,98
61,104
57,93
58,99
67,101
44,99
56,105
59,106
77,111
46,96
60,110
57,99
55,97
61,101
73,103
52,95
71,100
24,96
50,96
56,94
51,100
65,99
44,95
55,97
53,95
64,95
52,92
48,92
51,97
54,91
58,99
56,97
65,92
49,96
50,101
45,102
57,103
64,104
57,102
61,99
55,102
63,93
58,100
61,107
60,100
58,99
58,104
54,101
67,101
54,118
53,126
63,112
60,104
59,106
57,103
60,108
64,103
62,105
71,100
45,112
55,102
54,104
66,114
58,110
56,101
57,87
65,105
65,102
59,103
57,100
56,102
59,109
61,121
57,106
54,109
59,103
59,107
59,97
60,98
56,97
69,96
58,104
55,90
52,89
46,91
54,91
44,95
43,91
48,91
51,99
56,97
60,98
56,93
61,88
51,86
49,90
51,95
58,87
47,90
56,90
65,95
40,96
45,93
55,98
54,93
53,86
51,96
43,96
70,99
92,107
59,86
54,78
47,81
50,80
60,91
51,90
67,95
53,86
63,92
56,81
47,89
51,87
48,86
55,95
47,94
53,91
53,89
55,89
54,87
52,89
51,97
59,98
62,101
48,108
59,105
56,98
60,91
64,93
56,88
54,88
57,99
55,100
61,98
61,102
48,93
57,95
56,92
62,94
57,100
63,99
54,99
60,112
67,115
56,108
61,110
63,102
62,93
56,96
78,110
99,106
60,107
53,110
67,115
66,102
50,104
69,99
59,94
59,100
57,99
62,107
56,101
63,100
55,105
61,102
61,98
67,107
59,103
59,98
67,102
51,92
57,98
57,100
57,97
55,104
55,99
60,100
59,105
62,104
49,102
66,100
54,107
67,107
61,89
53,90
51,84
45,97
49,111
58,103
59,103
55,90
48,112
62,100
51,129
54,90
53,87
49,83
54,88
49,86
57,94
52,98
56,89
56,86
58,90
52,89
52,85
44,94
62,112
78,105
77,96
60,88
56,86
68,93
56,92
55,94
62,97
57,93
57,112
62,99
58,107
58,103
52,110
52,100
53,94
53,123
58,106
66,93
68,103
54,98
60,99
60,111
55,102
60,104
59,94
64,95
55,77
52,78
52,84
50,79
44,85
49,74
52,75
56,71
59,78
73,89
49,88
41,101
48,82
55,82
56,88
54,89
46,87
52,77
54,84
49,95
53,92
54,97
61,119
54,117
51,111
47,105
45,103
60,111
57,108
49,108
57,104
62,110
57,104
65,109
53,119
54,111
46,100
55,89
63,107
60,92
61,80
54,90
61,80
53,82
61,115
54,114
55,106
59,105
61,98
65,106
51,99
45,117
49,106
58,112
50,112
64,108
59,103
51,92
55,90
52,89
44,87
45,93
51,98
54,92
55,91
53,89
50,87
63,85
46,90
47,92
57,95
60,91
51,93
54,90
56,90
53,92
52,96
51,95
53,94
49,100
63,102
62,93
55,99
57,107
61,96
58,94
58,105
57,95
60,101
61,94
60,98
53,91
61,97
55,90
53,113
55,102
53,101
57,99
57,104
54,99
57,103
62,104
58,95
57,99
55,90
58,96
45,115
52,97
56,98
58,100
57,96
65,102
66,101
60,98
58,101
49,103
57,105
61,105
57,99
56,94
57,97
59,103
62,99
61,103
58,100
63,97
55,102
66,100
60,93
50,98
54,101
57,100
60,105
66,101
59,97
69,97
54,94
62,102
59,117
63,112
65,90
54,89
49,90
54,94
51,101
54,95
49,91
57,91
52,93
52,98
49,91
55,97
51,95
50,99
51,95
54,98
49,103
